case_number,category,description,location_address,latitude,longitude,incident_date,province,city,hour,day_of_week,time_period
CR-2025-001070,OTHER,For the past 10 days I have noticed two men on a black motorcycle regularly watching near the factory residential colonies in Kot Abdul Malik Sheikhupura. They come around 4-5 PM when most families are at work and the area is quiet. They have been photographing gates and windows and asking domestic workers about family routines. They appear to be in their 30s and seem to be doing surveillance. Many neighbors have noticed them too. We believe they are planning burglaries and request police to patrol our area and investigate these suspicious individuals. The motorcycle registration starts with partial number that we have noted.,"Plot 374, Block , Kot Abdul Malik, near Hiran Minar, Sheikhupura",31.728106,74.013251,2026-01-16 08:44:33+00:00,Punjab,Sheikhupura,8,4,morning
CR-2025-001071,THEFT,My motorcycle Honda 125 was stolen from outside a shop in Southern Bypass Multan around afternoon while I was inside for just 15 minutes buying supplies for my cotton business. I had properly locked the handle lock but the thieves must have loaded it onto a loader. The registration number was MUL-6997. Total value approximately Rs. 80000. A nearby shopkeeper mentioned seeing two suspicious young men loitering near the bikes earlier speaking in Seraiki accent. CCTV footage from neighboring shops might be available for police investigation. This area near the mandi has become notorious for vehicle theft.,"House 379, Street 39, Block , Southern Bypass, Multan",30.175937,71.469168,2025-05-24 15:05:57+00:00,Punjab,Multan,15,5,afternoon
CR-2025-001072,ASSAULT,I was attacked by a group of 5-6 young men near Shah Rukn-e-Alam shrine parking area in Khayaban-e-Zahra Multan around midnight. I had visited the darbar for prayers and was returning to my vehicle when they surrounded me. They appeared intoxicated and were speaking aggressively in Seraiki. Without any provocation they started beating me with fists and wooden dandas. One of them accused me of looking at them wrong. The attack lasted about 5 minutes until some shrine visitors intervened. They fled on multiple motorcycles towards Hussain Agahi. I suffered severe bruising and was taken to Nishtar Hospital. I am a visitor from Karachi and had come for ziyarat. This was completely unprovoked violence. This is my second time reporting such an incident. Report ID: 399492.,"Shop 5, Khayaban-e-Zahra Commercial Area, opposite Allied Hospital, Sialkot",32.474865,74.544438,2025-07-15 14:31:19+00:00,Punjab,Sialkot,14,1,afternoon
CR-2025-001073,FRAUD,I am reporting a phone fraud. Yesterday I received a call from someone claiming to be from a bank saying I won a prize in their anniversary lucky draw. They said I needed to verify my account by paying Rs. 40000 tax which would be refunded with my prize of Rs. 300000. I am a retired teacher from Hussain Agahi Bazaar Multan and believed them because they knew my name and bank. I sent the money via Easypaisa. Then they asked for more money for different charges. When I refused they threatened me and the phone went dead. I realized I was cheated. This was my pension savings and I am devastated. The number they called from is now unreachable.,"Shop 37, Hussain Agahi Bazaar Commercial Area, close to BZU main gate, Multan",30.179062,71.460187,2025-12-13 15:12:41+00:00,Punjab,Multan,15,5,afternoon
CR-2025-001074,FRAUD,I am reporting property fraud by a dealer in Paris Road Sialkot. I am an overseas Pakistani working in Saudi Arabia and came to buy a plot in Gulshan-e-Iqbal Society. A well-dressed property dealer showed me genuine looking documents and registration papers. I paid Rs. 5000000 over two visits home. The dealer promised to complete transfer before my return to Saudi. When I came back after 6 months and enquired the dealer had disappeared and the plot belongs to someone else entirely. All his phone numbers are switched off and his office on Kashmir Road is empty. I have all the fake documents and receipts as evidence. My entire life savings of 20 years abroad is gone.,"House 65, Street 30, Block A, Paris Road, Sialkot",32.510906,74.524125,2025-11-12 11:58:06+00:00,Punjab,Sialkot,11,2,morning
CR-2025-001075,THEFT,I am reporting a theft that occurred in Daulat Gate Multan around midnight. My purse was stolen from my shopping bag while I was browsing at a clothing store near Hussain Agahi. The area was very crowded with people visiting the nearby shrine and someone skillfully extracted my purse without my knowledge. I had approximately Rs. 10000 cash my mobile phone and important cards in the purse. I believe the thief was a professional who took advantage of the crowd near the darbar area. I only noticed the theft when I tried to pay and found my purse missing.,"House 326, Street 25, Block , Daulat Gate, Multan",30.233196,71.427209,2025-02-13 14:57:30+00:00,Punjab,Multan,14,3,afternoon
CR-2025-001076,ASSAULT,At around midnight near Ravi Town Multan close to the shrine area I was assaulted by a gang of young men for no apparent reason. I was walking to a chai dhaba after visiting Bahauddin Zakariya darbar when they surrounded me. They appeared drunk and aggressive. Without any provocation they started hitting me with iron rods and their fists while laughing. I fell to the ground and they continued kicking me calling me an outsider. The attack stopped only when some passersby from the shrine intervened. I have cuts above eye requiring 8 stitches and was hospitalized at Nishtar. They fled on motorcycles. At least 6-7 boys were involved all appearing to be in their early 20s. The shrine area has become very unsafe at night.,"House 404-, Street 34, Ravi Town, opposite Government College, Sheikhupura",31.71987,73.978364,2025-09-03 19:08:29+00:00,Punjab,Sheikhupura,19,2,evening
CR-2025-001077,THEFT,My smartphone was snatched around 9:30 AM while I was walking near Garden Town in Multan. Two suspects on a United 70cc approached slowly from behind. Before I could react the pillion rider scarf wrapped around face grabbed my phone and they accelerated away at high speed towards the bypass. Both appeared to be man in his 50s. The motorcycle had no number plate visible. I was using my Samsung Galaxy S24 Ultra worth Rs. 50000 when this happened. I tried to chase them but they disappeared into a narrow gali near the shrine area. The whole incident happened in seconds leaving me shocked.,"Flat 902, Al-Madina Heights, Garden Town, Multan",30.127943,71.530968,2025-03-20 02:16:12+00:00,Punjab,Multan,2,3,late_night
CR-2025-001078,BURGLARY,I am reporting a burglary at my residence in Shah Rukn-e-Alam Colony Multan. The incident occurred while we were attending a wedding in Lahore for the evening. The burglars broke in through the back window after cutting the CCTV wires from the boundary wall. They systematically searched every room taking only valuables. We lost gold jewelry worth 1 tola cash Rs. 225000 and several electronics. Nothing large was taken suggesting they had a vehicle waiting. Neighbors reported seeing an unfamiliar grey car in the area during the night. The burglars appeared to know our schedule as the robbery happened when the house was empty. We suspect someone familiar with our family routine may have provided information to the criminals.,"Plot 460, Block B, Shah Rukn-e-Alam Colony, close to the cotton market, Multan",30.209596,71.467291,2025-08-08 22:35:57+00:00,Punjab,Multan,22,4,evening
CR-2025-001079,FRAUD,I received a phone call around afternoon from someone claiming I had won Rs. 500000 in a lucky draw from a mobile company. The caller spoke very convincingly in Urdu and said I needed to pay Rs. 10000 as tax to claim my prize. Being excited I transferred the money via JazzCash as instructed. After that they asked for another Rs. 25000 for processing fee. When I became suspicious and refused they became aggressive and then stopped answering. I am a housewife living in Southern Bypass Multan and this was money I had saved for medical expenses. I have the call records and transaction receipts. The phone number is now switched off. Please catch these fraudsters who are targeting elderly people in Multan.,"House 401, Street 29, Block C, Southern Bypass, Multan",30.122976,71.466688,2024-11-05 23:16:15+00:00,Punjab,Multan,23,1,evening
CR-2025-001080,FRAUD,I was cheated by a property dealer who operates from an office near Allama Iqbal Chowk Sialkot. I am from Jinnah Stadium Area and was looking to buy a house in Model Town. The dealer who uses the name Chaudhry Nadeem showed me documents and took me to see the plot which looked legitimate. Over two meetings I paid him Rs. 1000000 in cash. When I went to get the plot transferred in my name I discovered it was already sold to someone else years ago and the documents were forged. When I went to his office it was closed and neighbors said he had left suddenly. I have receipts of all payments with his signatures. At least 4 other families I know have been cheated by the same person. He appears to target overseas Pakistanis and first-time buyers.,"House 204, Street 20, Block J, Jinnah Stadium Area, Sialkot",32.511307,74.539147,2025-11-18 18:32:40+00:00,Punjab,Sialkot,18,1,evening
CR-2025-001081,FRAUD,I am reporting property fraud by a dealer in Model Town Sialkot. I am an overseas Pakistani working in Saudi Arabia and came to buy a house in Model Town. A well-dressed property dealer showed me genuine looking documents and registration papers. I paid Rs. 3000000 over two visits home. The dealer promised to complete transfer before my return to Saudi. When I came back after 6 months and enquired the dealer had disappeared and the plot belongs to someone else entirely. All his phone numbers are switched off and his office on Kashmir Road is empty. I have all the fake documents and receipts as evidence. My entire life savings of 20 years abroad is gone.,"Plot 190, Block A, Model Town, close to sports goods market, Sialkot",32.511043,74.525301,2025-04-28 02:54:31+00:00,Punjab,Sialkot,2,0,late_night
CR-2025-001082,ROBBERY,I am reporting an armed robbery that occurred morning around 8 AM near Officers Colony in Multan on my way back from the cotton market. While I was walking to my vehicle a white Honda CG-125 blocked my path. The rider showed me a gun and demanded everything I had in threatening Seraiki. I gave them my wallet containing Rs. 35000 my iPhone 15 Pro Max and gold ring. The suspect was a short man about 5 feet 2 inches elderly person around 60. They escaped quickly towards Khanewal Road and I was left stranded and traumatized. There were no witnesses around to help me as it was near an isolated stretch. I immediately called police helpline after the incident.,"317-E, Main Road, Officers Colony, close to BZU main gate, Multan",30.176948,71.444747,2025-11-18 17:54:55+00:00,Punjab,Multan,17,1,afternoon
CR-2025-001083,ROBBERY,I was robbed at gunpoint around 6 AM near the vegetable mandi in Bosan Road Multan. I am a farmer and had just sold my produce for Rs. 470000. While walking to my tractor three men emerged from a white Suzuki Bolan that was following me. They pointed TT pistols at me and demanded all my money. They spoke in Seraiki and seemed to know I had just completed a sale. They took all my cash my phone and even my watch. The whole incident lasted 3-4 minutes. They drove away towards Vehari Road at high speed. I am devastated as this was money from my entire season's crop. Other farmers at the mandi have also been targeted I heard.,"House 325-C, Street 22, Bosan Road, near Chungi No. 9, Multan",30.186669,71.474893,2024-11-18 19:26:08+00:00,Punjab,Multan,19,0,evening
CR-2025-001084,OTHER,For the past week I have noticed two men on a black motorcycle regularly watching near the factory residential colonies in New City Housing Sheikhupura. They come around 4-5 PM when most families are at work and the area is quiet. They have been photographing gates and windows and asking domestic workers about family routines. They appear to be in their 30s and seem to be doing surveillance. Many neighbors have noticed them too. We believe they are planning burglaries and request police to patrol our area and investigate these suspicious individuals. The motorcycle registration starts with partial number that we have noted.,"Flat 401, City Heights, New City Housing, Sheikhupura",31.684426,73.998919,2025-08-20 16:27:47+00:00,Punjab,Sheikhupura,16,2,afternoon
CR-2025-001085,DOMESTIC_VIOLENCE,I am reporting domestic violence by my husband at our home in GT Road Commercial Multan. For the since marriage I have been physically abused regularly. Last night around 10 PM my husband came home after drinking and beat me severely causing cuts requiring stitches. My children witnessed the violence and are traumatized. He has threatened to kill me if I report to anyone. I have photos of my injuries and previous hospital records from Nishtar Hospital. I am currently hiding at my parents house in another city and am afraid to return. I belong to a cotton trading family and my husband is unemployed which causes constant arguments. Please help me and my children.,"Flat 702, Central Heights, GT Road Commercial, Sheikhupura",31.692002,74.011361,2025-09-05 18:02:41+00:00,Punjab,Sheikhupura,18,4,evening
CR-2025-001086,DOMESTIC_VIOLENCE,I have been suffering torture at the hands of my mother-in-law and sister-in-law since my marriage at our home in Lahore Road Multan. They regularly beat me for minor things like cooking mistakes and demand more dowry from my parents. Yesterday my mother-in-law caused head injury because I was late in serving guests during a family gathering. They also threatened to throw me out on the street. My husband either ignores this or sometimes joins them in the abuse. I am currently at my parents house in Shah Rukn-e-Alam Colony and have medical records from the hospital. The violence has been escalating for the past six months and I fear for my life.,"Shop 4, Lahore Road Commercial Area, near Industrial Estate gate, Sheikhupura",31.72626,73.9863,2025-02-07 16:48:41+00:00,Punjab,Sheikhupura,16,4,afternoon
CR-2025-001087,THEFT,My motorcycle Honda 125 was stolen from outside the Jama Masjid in New City Housing Sheikhupura during Friday prayers. I had parked my bike in the mosque parking area as usual and went inside for Jumma namaz. When I came out after about 45 minutes my bike was gone. The registration was SHK-9973 worth approximately Rs. 75000. Other people praying said they saw two young men in casual clothes near the parking but thought they were also there for prayers. The thief must have used a duplicate key as there were no signs of breaking the lock. This mosque has been targeted before I am told by other victims. I request police to patrol mosque areas on Fridays.,"House 109-A, Street 44, New City Housing, near Railway Station, Sheikhupura",31.729093,73.991796,2025-11-13 23:31:28+00:00,Punjab,Sheikhupura,23,3,evening
CR-2025-001088,FRAUD,I received a phone call around afternoon from someone claiming I had won Rs. 500000 in a lucky draw from a mobile company. The caller spoke very convincingly in Urdu and said I needed to pay Rs. 45000 as tax to claim my prize. Being excited I transferred the money via JazzCash as instructed. After that they asked for another Rs. 25000 for processing fee. When I became suspicious and refused they became aggressive and then stopped answering. I am a retired teacher living in Haram Gate Multan and this was money I had saved for medical expenses. I have the call records and transaction receipts. The phone number is now switched off. Please catch these fraudsters who are targeting elderly people in Multan.,"Plot 273, Block B, Haram Gate, near Chungi No. 9, Multan",30.138445,71.545001,2025-09-26 04:26:27+00:00,Punjab,Multan,4,4,late_night
CR-2025-001089,DOMESTIC_VIOLENCE,I have been suffering torture at the hands of my mother-in-law and sister-in-law since my marriage at our home in Muradpur Multan. They regularly beat me for minor things like cooking mistakes and demand more dowry from my parents. Yesterday my mother-in-law caused head injury because I was late in serving guests during a family gathering. They also threatened to throw me out on the street. My husband either ignores this or sometimes joins them in the abuse. I am currently at my parents house in Shah Rukn-e-Alam Colony and have medical records from the hospital. The violence has been escalating for the past few months and I fear for my life.,"Flat 606, City Heights, Muradpur, Sialkot",32.498489,74.566402,2025-04-29 11:22:21+00:00,Punjab,Sialkot,11,1,morning
CR-2025-001090,THEFT,My motorcycle black Honda CD-70 was stolen from outside a shop in Mumtazabad Multan around afternoon while I was inside for just 15 minutes buying supplies for my cotton business. I had properly locked the handle lock but the thieves must have loaded it onto a loader. The registration number was MUL-6862. Total value approximately Rs. 5000. A nearby shopkeeper mentioned seeing two suspicious young men loitering near the bikes earlier speaking in Seraiki accent. CCTV footage from neighboring shops might be available for police investigation. This area near the mandi has become notorious for vehicle theft.,"Flat 603, City Heights, Mumtazabad, Multan",30.230337,71.487758,2025-10-21 20:56:06+00:00,Punjab,Multan,20,1,evening
CR-2025-001091,ROBBERY,I was robbed at gunpoint early morning around 5:30 AM near the vegetable mandi in Officers Colony Multan. I am a farmer and had just sold my produce for Rs. 240000. While walking to my tractor three men emerged from a white Suzuki Bolan that was following me. They pointed TT pistols at me and demanded all my money. They spoke in Seraiki and seemed to know I had just completed a sale. They took all my cash my phone and even my watch. The whole incident lasted 3-4 minutes. They drove away towards Vehari Road at high speed. I am devastated as this was money from my entire season's crop. Other farmers at the mandi have also been targeted I heard.,"House 335-F, Street 28, Officers Colony, near Chungi No. 9, Multan",30.232275,71.515695,2024-11-04 16:22:41+00:00,Punjab,Multan,16,0,afternoon
CR-2025-001092,FRAUD,I received a phone call around afternoon from someone claiming I had won Rs. 500000 in a lucky draw from a mobile company. The caller spoke very convincingly in Urdu and said I needed to pay Rs. 15000 as tax to claim my prize. Being excited I transferred the money via JazzCash as instructed. After that they asked for another Rs. 25000 for processing fee. When I became suspicious and refused they became aggressive and then stopped answering. I am a pensioner living in Delhi Gate Multan and this was money I had saved for medical expenses. I have the call records and transaction receipts. The phone number is now switched off. Please catch these fraudsters who are targeting elderly people in Multan.,"Shop 11, Delhi Gate Commercial Area, opposite Bahauddin Zakariya shrine, Multan",30.127451,71.467323,2025-06-07 10:05:06+00:00,Punjab,Multan,10,5,morning
CR-2025-001093,DOMESTIC_VIOLENCE,I have been suffering torture at the hands of my mother-in-law and sister-in-law since my marriage at our home in Railway Road Multan. They regularly beat me for minor things like cooking mistakes and demand more dowry from my parents. Yesterday my mother-in-law caused broken wrist because I was late in serving guests during a family gathering. They also threatened to throw me out on the street. My husband either ignores this or sometimes joins them in the abuse. I am currently at my parents house in Shah Rukn-e-Alam Colony and have medical records from the hospital. The violence has been escalating for the past few months and I fear for my life.,"Plot 111, Block B, Railway Road, at GT Road Bypass, Sheikhupura",31.72528,73.962623,2025-02-09 18:12:20+00:00,Punjab,Sheikhupura,18,6,evening
CR-2025-001094,ROBBERY,I was robbed on GT Road near Main Bazaar Sheikhupura after midnight around 1 AM while driving back from Lahore. A white Suzuki Mehran was following me for some time and then overtook and blocked my car on an isolated stretch near the bypass. Three masked men jumped out two of them carrying pistols. They spoke in Punjabi and demanded everything. I handed over Rs. 215000 cash my iPhone and gold chain. They also took my laptop bag from the back seat. The robbery lasted about 5 minutes. They warned me not to move for 15 minutes and drove away towards Muridke. I am a businessman and had sold goods in Lahore. The highway has become very dangerous at night. I have noted partial number plate of their vehicle.,"House 444, Street 19, Block G, Main Bazaar, Sheikhupura",31.687952,73.976184,2025-12-13 22:19:00+00:00,Punjab,Sheikhupura,22,5,evening
CR-2025-001095,FRAUD,I am reporting a phone fraud. Yesterday I received a call from someone claiming to be from a bank saying I won a prize in their anniversary lucky draw. They said I needed to verify my account by paying Rs. 75000 tax which would be refunded with my prize of Rs. 300000. I am a senior citizen from Chowk Shaheedan Multan and believed them because they knew my name and bank. I sent the money via Easypaisa. Then they asked for more money for different charges. When I refused they threatened me and the phone went dead. I realized I was cheated. This was my pension savings and I am devastated. The number they called from is now unreachable.,"Flat 303, City Heights, Chowk Shaheedan, Multan",30.265744,71.54962,2025-10-22 10:38:28+00:00,Punjab,Multan,10,2,morning
CR-2025-001096,OTHER,I am reporting vandalism and property damage at my factory wall in GT Road Bypass Sheikhupura. Sometime during the night unknown persons damaged my property causing losses of approximately Rs. 55000. They wrote threatening messages on the walls and broke glass panels. I suspect my neighbor with whom I have an ongoing dispute about a boundary issue. He had threatened me last week. I have partial CCTV footage showing figures near my property around 2 AM but faces are not clearly visible. The damage has caused me significant financial loss and mental stress. I request police investigation.,"Flat 904, Al-Madina Heights, GT Road Bypass, Sheikhupura",31.701702,73.979201,2025-03-05 04:10:37+00:00,Punjab,Sheikhupura,4,2,late_night
CR-2025-001097,FRAUD,I was cheated by a property dealer who operates from an office near Allama Iqbal Chowk Sialkot. I am from Shahab Pura Road and was looking to buy a house in Model Town. The dealer who uses the name Chaudhry Nadeem showed me documents and took me to see the plot which looked legitimate. Over two meetings I paid him Rs. 5000000 in cash. When I went to get the plot transferred in my name I discovered it was already sold to someone else years ago and the documents were forged. When I went to his office it was closed and neighbors said he had left suddenly. I have receipts of all payments with his signatures. At least 4 other families I know have been cheated by the same person. He appears to target overseas Pakistanis and first-time buyers.,"Shop 72, Shahab Pura Road Commercial Area, near Murray College, Sialkot",32.464175,74.518756,2025-08-01 04:31:04+00:00,Punjab,Sialkot,4,4,late_night
CR-2025-001098,THEFT,I am reporting theft from my motorcycle at the Export Processing Zone gate in Allama Iqbal Colony Sialkot. I am a worker at a leather gloves factory and had just arrived for morning shift around 7:30 AM. I left my bag on the bike for a minute while getting my ID card from pocket. When I turned back the bag with my phone from my bike dikki worth Rs. 50000 was gone. There are many people coming and going at shift change time and the thief must have blended in with the crowd. A coworker said he saw a young man walking away with a bag but did not think it was suspicious. The factory gate area is not properly monitored.,"378-J, Main Road, Allama Iqbal Colony, near Allama Iqbal Chowk, Sialkot",32.508105,74.500949,2026-01-25 12:04:56+00:00,Punjab,Sialkot,12,6,afternoon
CR-2025-001099,THEFT,I am reporting a theft that occurred in Gulgasht Colony Multan after 1 AM. My purse was stolen from my shopping bag while I was browsing at a clothing store near Hussain Agahi. The area was very crowded with people visiting the nearby shrine and someone skillfully extracted my purse without my knowledge. I had approximately Rs. 25000 cash my mobile phone and important cards in the purse. I believe the thief was a professional who took advantage of the crowd near the darbar area. I only noticed the theft when I tried to pay and found my purse missing.,"House 8, Street 5, Block C, Gulgasht Colony, Multan",30.154734,71.451358,2025-03-13 13:16:58+00:00,Punjab,Multan,13,3,afternoon
CR-2025-001100,THEFT,I am reporting theft from my motorcycle at the Export Processing Zone gate in Paris Road Sialkot. I am a worker at a leather gloves factory and had just arrived for morning shift around 7:30 AM. I left my bag on the bike for a minute while getting my ID card from pocket. When I turned back the bag with my phone from my bike dikki worth Rs. 20000 was gone. There are many people coming and going at shift change time and the thief must have blended in with the crowd. A coworker said he saw a young man walking away with a bag but did not think it was suspicious. The factory gate area is not properly monitored.,"Flat 807, Plaza Heights, Paris Road, Sialkot",32.472313,74.510567,2025-09-20 17:40:39+00:00,Punjab,Sialkot,17,5,afternoon
CR-2025-001101,BURGLARY,I am reporting a burglary at my warehouse in the industrial area of Trunk Bazaar Sialkot. Unknown persons broke in through the roof during the weekend. They stole finished export goods worth Rs. 390000 that were packed for export to Europe. The CCTV system had been disabled somehow before the break-in. The night watchman claims he heard nothing unusual though the warehouse is not far from his post. I suspect the thieves had inside help as they knew exactly where the most valuable goods were stored. They loaded everything onto a Qingqi loader based on marks left at the scene. I have insurance documents and inventory lists of all stolen items. The police need to investigate factory employees.,"Flat 602, Al-Madina Heights, Trunk Bazaar, Sialkot",32.521653,74.510506,2025-07-30 08:25:44+00:00,Punjab,Sialkot,8,2,morning
CR-2025-001102,OTHER,Unknown persons vandalized my office in Shamsabad Multan during the night. They spray-painted threatening messages and broke windows causing damage worth approximately Rs. 195000. I believe this is the work of a competitor who had verbally threatened me last week after a business dispute. The area guard claims he was not present when this happened. I have reported the earlier verbal threat to police but no action was taken. I fear for my safety and my family well-being. The incident happened near the cotton market area where such incidents are becoming common.,"Shop 49, Shamsabad Commercial Area, opposite Bahauddin Zakariya shrine, Multan",30.267822,71.527331,2025-01-17 16:52:51+00:00,Punjab,Multan,16,4,afternoon
CR-2025-001103,FRAUD,I am reporting property fraud by a dealer in Begum Kot Sialkot. I am an overseas Pakistani working in Saudi Arabia and came to buy a plot in Gulshan-e-Iqbal Society. A well-dressed property dealer showed me genuine looking documents and registration papers. I paid Rs. 1500000 over two visits home. The dealer promised to complete transfer before my return to Saudi. When I came back after 6 months and enquired the dealer had disappeared and the plot belongs to someone else entirely. All his phone numbers are switched off and his office on Kashmir Road is empty. I have all the fake documents and receipts as evidence. My entire life savings of 20 years abroad is gone.,"Flat 503, Plaza Heights, Begum Kot, Sialkot",32.530731,74.540377,2025-10-21 22:22:15+00:00,Punjab,Sialkot,22,1,evening
CR-2025-001104,ROBBERY,I was robbed on GT Road near Muridke Road Sheikhupura past midnight around 12:30 AM while driving back from Lahore. A cream colored old Mehran was following me for some time and then overtook and blocked my car on an isolated stretch near the bypass. Three masked men jumped out two of them carrying pistols. They spoke in Punjabi and demanded everything. I handed over Rs. 270000 cash my iPhone and gold chain. They also took my laptop bag from the back seat. The robbery lasted about 5 minutes. They warned me not to move for 15 minutes and drove away towards Muridke. I am a businessman and had sold goods in Lahore. The highway has become very dangerous at night. I have noted partial number plate of their vehicle.,"Plot 273, Block D, Muridke Road, near Railway Station, Sheikhupura",31.700568,73.955469,2025-08-14 23:25:36+00:00,Punjab,Sheikhupura,23,3,evening
CR-2025-001105,THEFT,I work at a sports goods factory on Daska Road in Rangpura Sialkot. When I arrived for morning shift around 8 AM I parked my motorcycle at the factory gate as usual. I went inside to clock in and when I returned 10 minutes later my money from my pocket was stolen. The thief must have been watching and waiting for workers to go inside. Total loss approximately Rs. 55000. Other workers have also had things stolen at this gate. The security guard was busy at the delivery entrance and saw nothing. Factory management needs to improve security at the main gate parking area. This area has become unsafe for workers.,"House 50, Street 46, Block C, Rangpura, Sialkot",32.531339,74.565735,2025-03-29 23:14:26+00:00,Punjab,Sialkot,23,5,evening
CR-2025-001106,THEFT,My motorcycle Honda 125 was stolen from outside a shop in Bosan Road Multan around afternoon while I was inside for just 15 minutes buying supplies for my cotton business. I had properly locked the handle lock but the thieves must have loaded it onto a loader. The registration number was MUL-7339. Total value approximately Rs. 175000. A nearby shopkeeper mentioned seeing two suspicious young men loitering near the bikes earlier speaking in Seraiki accent. CCTV footage from neighboring shops might be available for police investigation. This area near the mandi has become notorious for vehicle theft.,"Flat 602, Plaza Heights, Bosan Road, Multan",30.169764,71.406594,2025-10-01 09:23:45+00:00,Punjab,Multan,9,2,morning
CR-2025-001107,THEFT,I am reporting theft of my Suzuki GS-150 motorcycle from the main bazaar in Ferozewala Sheikhupura. I had parked outside a shop while buying supplies and was inside for only 10-15 minutes around afternoon. When I came out the bike was missing. Registration number SHK-4628 value Rs. 100000. A nearby shopkeeper said he saw a young man in his 20s casually walking to my bike and driving it away as if it was his own. He did not find it suspicious at the time. The lock was broken and left on the ground. Bike theft has become very common in Sheikhupura markets.,"Plot 429, Block A, Ferozewala, close to District Courts, Sheikhupura",31.685439,73.980733,2025-06-16 03:32:24+00:00,Punjab,Sheikhupura,3,0,late_night
CR-2025-001108,HARASSMENT,I am a 19-year-old female student at BZU and I have been stalked by an unknown man for the past two weeks near Shah Rukn-e-Alam Colony Multan. He follows me on a red Honda 125 every day from my home to university. On multiple occasions he has blocked my path near Bosan Road and made vulgar inappropriate comments in Seraiki. He appears to be middle-aged man around 40 with a thin mustache and wheatish complexion. I have photos of him and his motorcycle on my phone. He has started appearing near my hostel as well which is very frightening. I am terrified and cannot focus on my studies. My family is extremely worried about my safety. Please take action before something terrible happens.,"Plot 23, Block H, Shah Rukn-e-Alam Colony, opposite Bahauddin Zakariya shrine, Multan",30.160538,71.409695,2024-12-13 18:26:16+00:00,Punjab,Multan,18,4,evening
CR-2025-001109,OTHER,I am reporting suspicious activity in Chungi No. 9 Multan. For the past 10 days unknown men have been seen loitering in the residential area particularly near houses and asking questions about residents routines. Yesterday one of them was seen taking photos of houses including mine. Neighbors are very worried as there have been burglaries in nearby areas recently. We have descriptions of the suspects and partial vehicle information. We request increased police presence and investigation before any crime occurs. The neighborhood watch group has also been alerted.,"411-B, Main Road, Chungi No. 9, opposite Ghanta Ghar, Multan",30.244906,71.465761,2025-05-02 03:19:47+00:00,Punjab,Multan,3,4,late_night
CR-2025-001110,THEFT,I am reporting theft from my motorcycle at the Export Processing Zone gate in Muradpur Sialkot. I am a worker at a leather gloves factory and had just arrived for morning shift around 7:30 AM. I left my bag on the bike for a minute while getting my ID card from pocket. When I turned back the bag with my phone from my bike dikki worth Rs. 80000 was gone. There are many people coming and going at shift change time and the thief must have blended in with the crowd. A coworker said he saw a young man walking away with a bag but did not think it was suspicious. The factory gate area is not properly monitored.,"Shop 64, Muradpur Commercial Area, near Allama Iqbal Chowk, Sialkot",32.472532,74.571335,2025-02-19 16:32:27+00:00,Punjab,Sialkot,16,2,afternoon
CR-2025-001111,THEFT,My motorcycle Honda 125 was stolen from outside the Jama Masjid in Judicial Colony Sheikhupura during Friday prayers. I had parked my bike in the mosque parking area as usual and went inside for Jumma namaz. When I came out after about 45 minutes my bike was gone. The registration was SHK-4893 worth approximately Rs. 80000. Other people praying said they saw two young men in casual clothes near the parking but thought they were also there for prayers. The thief must have used a duplicate key as there were no signs of breaking the lock. This mosque has been targeted before I am told by other victims. I request police to patrol mosque areas on Fridays.,"Flat 904, Al-Madina Heights, Judicial Colony, Sheikhupura",31.735035,73.994669,2026-01-21 22:07:40+00:00,Punjab,Sheikhupura,22,2,evening
CR-2025-001112,THEFT,At Bohar Gate around 7 PM my wallet was pickpocketed while I was shopping in the crowded bazaar near Chowk Shaheedan Multan. I was distracted looking at merchandise for my cotton trading business when someone took my wallet from my trouser pocket. The wallet contained Rs. 35000 in cash my CNIC several debit cards and my driving license. I did not feel anything and only discovered the theft when I tried to make a payment at a shop. This was clearly work of an expert pickpocket operating in the Hussain Agahi area.,"Shop 99, Bohar Gate Commercial Area, close to BZU main gate, Multan",30.222805,71.512008,2026-01-28 02:43:34+00:00,Punjab,Multan,2,2,late_night
CR-2025-001113,FRAUD,I received a phone call around afternoon from someone claiming I had won Rs. 500000 in a lucky draw from a mobile company. The caller spoke very convincingly in Urdu and said I needed to pay Rs. 60000 as tax to claim my prize. Being excited I transferred the money via JazzCash as instructed. After that they asked for another Rs. 25000 for processing fee. When I became suspicious and refused they became aggressive and then stopped answering. I am a housewife living in Chungi No. 9 Multan and this was money I had saved for medical expenses. I have the call records and transaction receipts. The phone number is now switched off. Please catch these fraudsters who are targeting elderly people in Multan.,"Flat 503, Al-Madina Heights, Chungi No. 9, Multan",30.248597,71.486618,2025-12-24 23:24:41+00:00,Punjab,Multan,23,2,evening
CR-2025-001114,FRAUD,I am reporting a phone fraud. Yesterday I received a call from someone claiming to be from a bank saying I won a prize in their anniversary lucky draw. They said I needed to verify my account by paying Rs. 35000 tax which would be refunded with my prize of Rs. 300000. I am a senior citizen from Delhi Gate Multan and believed them because they knew my name and bank. I sent the money via Easypaisa. Then they asked for more money for different charges. When I refused they threatened me and the phone went dead. I realized I was cheated. This was my pension savings and I am devastated. The number they called from is now unreachable.,"House 134, Street 21, Block J, Delhi Gate, Multan",30.184129,71.44984,2024-12-17 18:29:02+00:00,Punjab,Multan,18,1,evening
